"offer_154550","car_emissions_2927","0.75"
"offer_283823","car_emissions_276","0.6555555555555556"
"offer_42149","car_emissions_266","0.8333333333333333"
"offer_320092","car_emissions_229","0.7"
"offer_91636","car_emissions_1679","0.7"
"offer_54596","car_emissions_263","0.6555555555555556"
"offer_370739","car_emissions_275","0.7"
"offer_60396","car_emissions_1862","1.0"
"offer_317423","car_emissions_887","0.6666666666666667"
"offer_331711","car_emissions_852","0.6666666666666667"
"offer_279733","car_emissions_2469","0.75"
"offer_262456","car_emissions_1831","0.6555555555555556"
"offer_85355","car_emissions_1675","0.7"
"offer_203691","car_emissions_1157","0.6666666666666667"
"offer_152039","car_emissions_2257","0.6666666666666667"
"offer_331711","car_emissions_1841","0.6666666666666667"
"offer_262397","car_emissions_680","0.7"
"offer_27468","car_emissions_2260","0.8333333333333333"
"offer_313773","car_emissions_277","1.0"
"offer_93","car_emissions_760","0.6666666666666667"
"offer_60396","car_emissions_873","0.6666666666666667"
"offer_154243","car_emissions_4547","0.75"
"offer_85355","car_emissions_4689","0.75"
"offer_110363","car_emissions_246","0.75"
"offer_120031","car_emissions_2013","0.8333333333333333"
"offer_262456","car_emissions_842","0.6555555555555556"
"offer_245089","car_emissions_1679","0.7"
"offer_370739","car_emissions_2473","0.7"
"offer_303377","car_emissions_813","0.6555555555555556"
"offer_82373","car_emissions_62","0.6555555555555556"
"offer_217306","car_emissions_283","0.6666666666666667"
"offer_203691","car_emissions_1156","0.6666666666666667"
"offer_177116","car_emissions_4702","0.75"
"offer_154550","car_emissions_2928","0.75"
"offer_46169","car_emissions_2160","1.0"
"offer_42149","car_emissions_265","0.8333333333333333"
"offer_283823","car_emissions_275","0.6555555555555556"
"offer_58020","car_emissions_270","0.6666666666666667"
"offer_324914","car_emissions_2491","0.6972222222222223"
"offer_317423","car_emissions_888","0.6666666666666667"
"offer_331711","car_emissions_853","0.6666666666666667"
"offer_268154","car_emissions_2260","0.6666666666666667"
"offer_91636","car_emissions_1678","0.7"
"offer_370739","car_emissions_276","0.7"
"offer_262456","car_emissions_1832","0.8222222222222223"
"offer_152039","car_emissions_2258","0.6666666666666667"
"offer_60396","car_emissions_1861","1.0"
"offer_54596","car_emissions_264","0.6555555555555556"
"offer_85355","car_emissions_1674","0.7"
"offer_331711","car_emissions_1842","0.6666666666666667"
"offer_262397","car_emissions_681","0.7"
"offer_60396","car_emissions_872","0.6666666666666667"
"offer_165251","car_emissions_3588","0.75"
"offer_245089","car_emissions_1678","0.7"
"offer_110363","car_emissions_245","0.75"
"offer_93","car_emissions_761","0.6666666666666667"
"offer_262456","car_emissions_843","0.6555555555555556"
"offer_217306","car_emissions_284","0.6666666666666667"
"offer_342650","car_emissions_280","0.8222222222222223"
"offer_120031","car_emissions_2014","0.8333333333333333"
"offer_303377","car_emissions_812","0.6555555555555556"
"offer_82373","car_emissions_61","0.6555555555555556"
"offer_27468","car_emissions_902","0.75"
