offer_5832,car_emissions_640, false
offer_60018,car_emissions_641, false
offer_62556,car_emissions_644, false
offer_274166, car_emissions_4953, false
offer_261270, car_emissions_4954, false
offer_101889, car_emissions_4955, false
offer_65885, car_emissions_638, true
offer_48944, car_emissions_3429, false
offer_8901, car_emissions_3431, false
offer_236036, car_emissions_3432, true
offer_51164, car_emissions_1607, true
offer_639, car_emissions_55844, true
offer_71331, car_emissions_3429, true
offer_26812, car_emissions_3434, true
offer_71863, car_emissions_3435, true
offer_25554, car_emissions_4508, false
offer_8682, car_emissions_4507, true
offer_72539, car_emissions_2180, true
offer_72539, car_emissions_2182, false
offer_83168, car_emissions_2183, true
offer_3161, car_emissions_4103, false
offer_132024, car_emissions_4104, false
offer_5545, car_emissions_2054, true
offer_244986, car_emissions_2057, true
offer_170385, car_emissions_4887, true
offer_114750, car_emissions_4753, true
offer_1372, car_emissions_2720, false
offer_83502, car_emissions_2755, true
offer_11939, car_emissions_2729, false
offer_121106, car_emissions_2731, true
offer_270197, car_emissions_1259, false
offer_240300, car_emissions_2576, false
offer_247409, car_emissions_3869, true
offer_239495, car_emissions_4344, true
offer_129463, car_emissions_126, true
offer_136125, car_emissions_126, false
offer_235294, car_emissions_393, false
offer_235294, car_emissions_1202, true
offer_245780, car_emissions_1202, true
offer_458, car_emissions_2044, false
offer_123112, car_emissions_2045, true
offer_19872, car_emissions_2017, false
offer_81624, car_emissions_2018, false
offer_85640, car_emissions_2799, false
offer68944, car_emissions_3096, true
offer_263100, car_emissions_3856, true
offer_74109, car_emissions_4739, true
offer_207063, car_emissions_4976, true
offer_266135, car_emissions_1073, false
offer_84252, car_emissions_4882, true
offer_11530, car_emissions_4962, false




